date	count
18-October-2013	96760
19-October-2013	93681
20-October-2013	97732
21-October-2013	97339
22-October-2013	94283
23-October-2013	94890
24-October-2013	95271
25-October-2013	95160
26-October-2013	93560
27-October-2013	93988
28-October-2013	93752
29-October-2013	94508
30-October-2013	96663
31-October-2013	92890
01-November-2013	92852
02-November-2013	95553
03-November-2013	93813
04-November-2013	91425
05-November-2013	99955
06-November-2013	91310
07-November-2013	93068
08-November-2013	94870
09-November-2013	95126
10-November-2013	99425
11-November-2013	94569
12-November-2013	99208
13-November-2013	93446
14-November-2013	90147
15-November-2013	98124
16-November-2013	95863
17-November-2013	92723
18-November-2013	98903
19-November-2013	95524
20-November-2013	92753
21-November-2013	97655
22-November-2013	96096
23-November-2013	95911
24-November-2013	97678
25-November-2013	90969
26-November-2013	96794
27-November-2013	90976
28-November-2013	95088
29-November-2013	93466
30-November-2013	91591
01-December-2013	98919
02-December-2013	97334
03-December-2013	96020
04-December-2013	96508
05-December-2013	99626
06-December-2013	92544
07-December-2013	99727
08-December-2013	98344
09-December-2013	97518
10-December-2013	92425
11-December-2013	97227
12-December-2013	90784
13-December-2013	98772
14-December-2013	95062
15-December-2013	98494
16-December-2013	95368
17-December-2013	91174
18-December-2013	97302
19-December-2013	91061
20-December-2013	97007
21-December-2013	90566
22-December-2013	95674
23-December-2013	99472
24-December-2013	92936
25-December-2013	98058
26-December-2013	94249
27-December-2013	93188
28-December-2013	91191
29-December-2013	96601
30-December-2013	97707
31-December-2013	91633
01-January-2014	91176
02-January-2014	96366
03-January-2014	94863
04-January-2014	93411
05-January-2014	94254
06-January-2014	93203
07-January-2014	93923
08-January-2014	96300
09-January-2014	99023
10-January-2014	96843
11-January-2014	93434
12-January-2014	97923
13-January-2014	93506
14-January-2014	96972
15-January-2014	90918
16-January-2014	90398
17-January-2014	96318
18-January-2014	93122
19-January-2014	99675
20-January-2014	92192
21-January-2014	98772
22-January-2014	99287
23-January-2014	92379
24-January-2014	99688
25-January-2014	94441
26-January-2014	94091
27-January-2014	92258
28-January-2014	91323
29-January-2014	95302
30-January-2014	96227
31-January-2014	90750
01-February-2014	99962
02-February-2014	94203
03-February-2014	94957
04-February-2014	92173
05-February-2014	93850
06-February-2014	97347
07-February-2014	96622
08-February-2014	97607
09-February-2014	91085
10-February-2014	99228
11-February-2014	93423
12-February-2014	92757
13-February-2014	91597
14-February-2014	93262
15-February-2014	95895
16-February-2014	92897
17-February-2014	98667
18-February-2014	99055
19-February-2014	92426
20-February-2014	95087
21-February-2014	92212
22-February-2014	91889
23-February-2014	96896
24-February-2014	97125
25-February-2014	97001
26-February-2014	92043
27-February-2014	99051
28-February-2014	90530
01-March-2014	93114
02-March-2014	94570
03-March-2014	92907
04-March-2014	91763
05-March-2014	99712
06-March-2014	92858
07-March-2014	95859
08-March-2014	91586
09-March-2014	98639
10-March-2014	94150
11-March-2014	99276
12-March-2014	93726
13-March-2014	99952
14-March-2014	91457
15-March-2014	93595
16-March-2014	96300
17-March-2014	96960
18-March-2014	94976
19-March-2014	98128
20-March-2014	98879
21-March-2014	90711
22-March-2014	91828
23-March-2014	96343
24-March-2014	99695
25-March-2014	98632
26-March-2014	96243
27-March-2014	95656
28-March-2014	92565
29-March-2014	98504
30-March-2014	96386
31-March-2014	94036
01-April-2014	90022
02-April-2014	94296
03-April-2014	95323
04-April-2014	90096
05-April-2014	93194
06-April-2014	98797
07-April-2014	93803
08-April-2014	99704
09-April-2014	93135
10-April-2014	90014
11-April-2014	95757
12-April-2014	91226
13-April-2014	91669
14-April-2014	91759
15-April-2014	97132
16-April-2014	90265
17-April-2014	92333
18-April-2014	91501
19-April-2014	98884
20-April-2014	96600
21-April-2014	92961
22-April-2014	97792
23-April-2014	91933
24-April-2014	93679
25-April-2014	95148
26-April-2014	90350
27-April-2014	97838
28-April-2014	96436
29-April-2014	90669
30-April-2014	96710
01-May-2014	96927
02-May-2014	97890
03-May-2014	91474
04-May-2014	96450
05-May-2014	98542
06-May-2014	90269
07-May-2014	98057
08-May-2014	94746
09-May-2014	92160
10-May-2014	94136
11-May-2014	95067
12-May-2014	91429
13-May-2014	97587
14-May-2014	99195
15-May-2014	96538
16-May-2014	90810
17-May-2014	97198
18-May-2014	92521
19-May-2014	97042
20-May-2014	97973
21-May-2014	95271
22-May-2014	95628
23-May-2014	98735
24-May-2014	91576
25-May-2014	99585
26-May-2014	97946
27-May-2014	97079
28-May-2014	92090
29-May-2014	97971
30-May-2014	90601
31-May-2014	95077
01-June-2014	93095
02-June-2014	96854
03-June-2014	95823
04-June-2014	98659
05-June-2014	91358
06-June-2014	91317
07-June-2014	98012
08-June-2014	99477
09-June-2014	93073
10-June-2014	92864
11-June-2014	91447
12-June-2014	92723
13-June-2014	97103
14-June-2014	99787
15-June-2014	98139
16-June-2014	91132
17-June-2014	91925
18-June-2014	93716
19-June-2014	99571
20-June-2014	97438
21-June-2014	91548
22-June-2014	95290
23-June-2014	96372
24-June-2014	97621
25-June-2014	95511
26-June-2014	95552
27-June-2014	93882
28-June-2014	95865
29-June-2014	95628
30-June-2014	98749
01-July-2014	93736
02-July-2014	99454
03-July-2014	90079
04-July-2014	91069
05-July-2014	92405
06-July-2014	97082
07-July-2014	92463
08-July-2014	96850
09-July-2014	93191
10-July-2014	91759
11-July-2014	96200
12-July-2014	93001
13-July-2014	99357
14-July-2014	96104
15-July-2014	90464
16-July-2014	91237
17-July-2014	98085
18-July-2014	96062
19-July-2014	91705
20-July-2014	91027
21-July-2014	99497
22-July-2014	96761
23-July-2014	94482
24-July-2014	94132
25-July-2014	99656
26-July-2014	95595
27-July-2014	92834
28-July-2014	92555
29-July-2014	98224
30-July-2014	99042
31-July-2014	93043
01-August-2014	98998
02-August-2014	97723
03-August-2014	97299
04-August-2014	96476
05-August-2014	95516
06-August-2014	97795
07-August-2014	96958
08-August-2014	94639
09-August-2014	95094
10-August-2014	96412
11-August-2014	91770
12-August-2014	92207
13-August-2014	94730
14-August-2014	94264
15-August-2014	95601
16-August-2014	91065
17-August-2014	97546
18-August-2014	91791
19-August-2014	95430
20-August-2014	91298
21-August-2014	93408
22-August-2014	99132
23-August-2014	93791
24-August-2014	95453
25-August-2014	95132
26-August-2014	94062
27-August-2014	98206
28-August-2014	94934
29-August-2014	95285
30-August-2014	95986
31-August-2014	91291
01-September-2014	98412
02-September-2014	96075
03-September-2014	91884
04-September-2014	97537
05-September-2014	93534
06-September-2014	98351
07-September-2014	93273
08-September-2014	99161
09-September-2014	91587
10-September-2014	92531
11-September-2014	95126
12-September-2014	99098
13-September-2014	91493
14-September-2014	96943
15-September-2014	90879
16-September-2014	95908
17-September-2014	99773
18-September-2014	96679
19-September-2014	95068
20-September-2014	92471
21-September-2014	95769
22-September-2014	98392
23-September-2014	97619
24-September-2014	94131
25-September-2014	90191
26-September-2014	93608
27-September-2014	98202
28-September-2014	91111
29-September-2014	97221
30-September-2014	98174
01-October-2014	98220
02-October-2014	93848
03-October-2014	96575
04-October-2014	94544
05-October-2014	93724
06-October-2014	98229
07-October-2014	95254
08-October-2014	92792
09-October-2014	94977
10-October-2014	98374
11-October-2014	92436
